include,geographic_scale,study_area,specific_area,taxonomic_resolution,taxonomic_unit_revised,kingdom,phylum,class,order,family,genus,ecosystem,realm,information_source,gradient,position,measurement_type,observation,startperiod_orig,startperiod_startyear,startperiod_endyear,startperiod_midyear,endperiod_orig,endperiod_startyear,endperiod_endyear,endperiod_midyear,n_years,n_years_midyear,number_of_censuses,magnitude_of_shift,unit_of_shift,azimuth_of_shift,shift_tested,shift_significant,data_cleaning,modelling_conducted,other_effects,shift_source,language,reference_no,publication_id,doi,authors,article_title,publication_year,source_title,data_section,notes,lat_mean,comment,edit_info,recorder_name
1,sub_japan,Sea of Japan,central-western sector,species,Cleisthenes pinetorum,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Cleisthenes,marine,marine,fishery statistics,longitude,centroid,abundance_cpue,abundance,1977–1988,1977,1988,1982.5,1989–2002,1989,2002,1995.5,na,13,NA,2.031908455990914,km/year,62.65012421993012,yes,yes,na,no,na,estimated,en,E1585,Tu et al. 2015,10.1111/fog.12101,"Tu, CY; Tian, YJ; Hsieh, CH",Effects of climate on temporal variation in the abundance and distribution of the demersal fish assemblage in the tsushima warm current region of the japan sea,2015,Fisheries Oceanography,Fig. 3,shifts estimated from fig. 3. the significance tested corresponds to the overall centroid shift not the lat/lon ones as stated in the paper. azimuths (bearings) calculated from the lat/lon shifts.,35,na,na,Jorge
1,sub_japan,Sea of Japan,central-western sector,species,Eopsetta grigorjewi,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Eopsetta,marine,marine,fishery statistics,longitude,centroid,abundance_cpue,abundance,1977–1988,1977,1988,1982.5,1989–2002,1989,2002,1995.5,na,13,NA,-4.764475000254558,km/year,232.59464336859145,yes,yes,na,no,na,estimated,en,E1585,Tu et al. 2015,10.1111/fog.12101,"Tu, CY; Tian, YJ; Hsieh, CH",Effects of climate on temporal variation in the abundance and distribution of the demersal fish assemblage in the tsushima warm current region of the japan sea,2015,Fisheries Oceanography,Fig. 3,shifts estimated from fig. 3. the significance tested corresponds to the overall centroid shift not the lat/lon ones as stated in the paper. azimuths (bearings) calculated from the lat/lon shifts.,35,na,na,Jorge
1,sub_japan,Sea of Japan,central-western sector,species,Glyptocephalus stelleri,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,marine,marine,fishery statistics,longitude,centroid,abundance_cpue,abundance,1977–1988,1977,1988,1982.5,1989–2002,1989,2002,1995.5,na,13,NA,1.1911187500636395,km/year,57.09475707701211,yes,yes,na,no,na,estimated,en,E1585,Tu et al. 2015,10.1111/fog.12101,"Tu, CY; Tian, YJ; Hsieh, CH",Effects of climate on temporal variation in the abundance and distribution of the demersal fish assemblage in the tsushima warm current region of the japan sea,2015,Fisheries Oceanography,Fig. 3,shifts estimated from fig. 3. the significance tested corresponds to the overall centroid shift not the lat/lon ones as stated in the paper. azimuths (bearings) calculated from the lat/lon shifts.,35,na,na,Jorge
1,sub_japan,Sea of Japan,central-western sector,species,Hippoglossoides dubius,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,marine,marine,fishery statistics,longitude,centroid,abundance_cpue,abundance,1977–1988,1977,1988,1982.5,1989–2002,1989,2002,1995.5,na,13,NA,2.312171691300006,km/year,70.01689347810003,yes,yes,na,no,na,estimated,en,E1585,Tu et al. 2015,10.1111/fog.12101,"Tu, CY; Tian, YJ; Hsieh, CH",Effects of climate on temporal variation in the abundance and distribution of the demersal fish assemblage in the tsushima warm current region of the japan sea,2015,Fisheries Oceanography,Fig. 3,shifts estimated from fig. 3. the significance tested corresponds to the overall centroid shift not the lat/lon ones as stated in the paper. azimuths (bearings) calculated from the lat/lon shifts.,35,na,na,Jorge
1,sub_japan,Sea of Japan,central-western sector,species,Microstomus achne,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,marine,marine,fishery statistics,longitude,centroid,abundance_cpue,abundance,1977–1988,1977,1988,1982.5,1989–2002,1989,2002,1995.5,na,13,NA,-3.2230272060545535,km/year,214.07719528013075,yes,yes,na,no,na,estimated,en,E1585,Tu et al. 2015,10.1111/fog.12101,"Tu, CY; Tian, YJ; Hsieh, CH",Effects of climate on temporal variation in the abundance and distribution of the demersal fish assemblage in the tsushima warm current region of the japan sea,2015,Fisheries Oceanography,Fig. 3,shifts estimated from fig. 3. the significance tested corresponds to the overall centroid shift not the lat/lon ones as stated in the paper. azimuths (bearings) calculated from the lat/lon shifts.,35,na,na,Jorge
1,sub_japan,Sea of Japan,central-western sector,species,Pseudopleuronectes herzensteini,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,marine,marine,fishery statistics,longitude,centroid,abundance_cpue,abundance,1977–1988,1977,1988,1982.5,1989–2002,1989,2002,1995.5,na,13,NA,-1.7516452206818225,km/year,235.7842978675626,yes,yes,na,no,na,estimated,en,E1585,Tu et al. 2015,10.1111/fog.12101,"Tu, CY; Tian, YJ; Hsieh, CH",Effects of climate on temporal variation in the abundance and distribution of the demersal fish assemblage in the tsushima warm current region of the japan sea,2015,Fisheries Oceanography,Fig. 3,shifts estimated from fig. 3. the significance tested corresponds to the overall centroid shift not the lat/lon ones as stated in the paper. azimuths (bearings) calculated from the lat/lon shifts.,35,na,na,Jorge
1,sub_japan,Sea of Japan,central-western sector,species,Tanakius kitaharae,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Tanakius,marine,marine,fishery statistics,longitude,centroid,abundance_cpue,abundance,1977–1988,1977,1988,1982.5,1989–2002,1989,2002,1995.5,na,13,NA,-0.630592279445456,km/year,325.304846468766,yes,yes,na,no,na,estimated,en,E1585,Tu et al. 2015,10.1111/fog.12101,"Tu, CY; Tian, YJ; Hsieh, CH",Effects of climate on temporal variation in the abundance and distribution of the demersal fish assemblage in the tsushima warm current region of the japan sea,2015,Fisheries Oceanography,Fig. 3,shifts estimated from fig. 3. the significance tested corresponds to the overall centroid shift not the lat/lon ones as stated in the paper. azimuths (bearings) calculated from the lat/lon shifts.,35,na,na,Jorge
1,sub_japan,Sea of Japan,central-western sector,species,Trichiurus japonicus,Animalia,Chordata,Teleostei,Scombriformes,Trichiuridae,Trichiurus,marine,marine,fishery statistics,longitude,centroid,abundance_cpue,abundance,1977–1988,1977,1988,1982.5,1989–2002,1989,2002,1995.5,na,13,NA,2.031908455990914,km/year,78.3106308245608,yes,yes,na,no,na,estimated,en,E1585,Tu et al. 2015,10.1111/fog.12101,"Tu, CY; Tian, YJ; Hsieh, CH",Effects of climate on temporal variation in the abundance and distribution of the demersal fish assemblage in the tsushima warm current region of the japan sea,2015,Fisheries Oceanography,Fig. 3,shifts estimated from fig. 3. the significance tested corresponds to the overall centroid shift not the lat/lon ones as stated in the paper. azimuths (bearings) calculated from the lat/lon shifts.,35,na,na,Jorge
1,entire_japan,Japan,Japan,species,Panulirus japonicus,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1905,1905,1905,1905,2021,2021,2021,2021,117,116,111,1.9209500176629686,km/year,73.43270606140538,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,genus,Seriola spp.,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,128,118.33591206241343,km/year,89.36475643338503,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,species,Mugil cephalus,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2006,2006,2006,2006,113,112,110,2.0208910626818612,km/year,240.07366000063604,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,family,Scombridae spp.,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,NA,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,118,0.2599921788115385,km/year,305.6809901762468,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,class-level,Holothuroidea spp.,Animalia,Echinodermata,Holothuroidea,NA,NA,NA,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,108,1.0625182718033257,km/year,21.124798777645992,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,genus,Meretrix spp.,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Meretrix,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2006,2006,2006,2006,113,112,104,1.3798553585887015,km/year,243.56717258172148,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,genus,Ruditapes spp.,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1909,1909,1909,1909,2021,2021,2021,2021,113,112,104,1.554032232492625,km/year,276.80889519221796,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,order,Octopoda,Animalia,Mollusca,Cephalopoda,Octopoda,NA,NA,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,128,4.6502306692534034,km/year,33.25554842631868,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,genus,Haliotis spp.,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,125,2.3004196902590035,km/year,227.90230871920113,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,species,Turbo cornutus,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1915,1915,1915,1915,2021,2021,2021,2021,107,106,104,0.5919718682516634,km/year,286.9860920912722,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,genus,Undaria spp.,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Undaria,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1922,1922,1922,1922,2006,2006,2006,2006,85,84,82,1.7257420303473465,km/year,211.55481573349937,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,family,Gelidiaceae spp.,Plantae,Rhodophyta,Florideophyceae ,Gelidiales ,Gelidiaceae,NA,marine,marine,fishery statistics,horizontal,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2006,2006,2006,2006,113,112,105,1.4205565121489434,km/year,234.16512215498557,NA,NA,NA,NA,NA,NA,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,species,Panulirus japonicus,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1905,1905,1905,1905,2021,2021,2021,2021,117,116,111,0.5477421527943679,km/year,73.26646044083623,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,genus,Seriola spp.,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,128,1.311974239882774,km/year,43.35736234262333,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,changed the number of censuses of seriola spp. from 126 to 128 because the collecting period is 1894-2021 (128 years).,Jorge
1,entire_japan,Japan,Japan,species,Mugil cephalus,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2006,2006,2006,2006,113,112,110,-1.0081946964007282,km/year,237.97749584914544,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,family,Scombridae spp.,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,NA,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,118,0.15164609127835632,km/year,46.42235086550579,yes,no,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,class-level,Holothuroidea spp.,Animalia,Echinodermata,Holothuroidea,NA,NA,NA,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,108,0.9911145294990983,km/year,32.446101594576476,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,genus,Meretrix spp.,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Meretrix,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2006,2006,2006,2006,113,112,104,-0.6142402686747536,km/year,31.046294551064875,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,genus,Ruditapes spp.,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1909,1909,1909,1909,2021,2021,2021,2021,113,112,104,0.18424314792740476,km/year,349.77916372189975,yes,no,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,order,Octopoda,Animalia,Mollusca,Cephalopoda,Octopoda,NA,NA,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,128,3.8886766042975625,km/year,22.34944645780115,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,genus,Haliotis spp.,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,125,-1.542193816542752,km/year,12.230863325275322,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,species,Turbo cornutus,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1915,1915,1915,1915,2021,2021,2021,2021,107,106,104,0.1729384033984524,km/year,52.977118570884556,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,genus,Undaria spp.,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Undaria,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1922,1922,1922,1922,2006,2006,2006,2006,85,84,82,-1.4705736273380823,km/year,201.92117135396245,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,family,Gelidiaceae spp.,Plantae,Rhodophyta,Florideophyceae ,Gelidiales ,Gelidiaceae,NA,marine,marine,fishery statistics,latitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2006,2006,2006,2006,113,112,105,-0.8316666398228941,km/year,235.41121426732997,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,NA,na,na,Jorge
1,entire_japan,Japan,Japan,species,Panulirus japonicus,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,marine,marine,fishery statistics,longitude,centroid,abundance_catchlandings,abundance,1905,1905,1905,1905,2021,2021,2021,2021,117,116,111,1.84120273310995,km/year,73.26646044083623,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,32,na,na,Jorge
1,entire_japan,Japan,Japan,genus,Seriola spp.,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,marine,marine,fishery statistics,longitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,128,118.32863899849913,km/year,43.35736234262333,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,32,na,changed the number of censuses of seriola spp. from 126 to 128 because the collecting period is 1894-2021 (128 years).,Jorge
1,entire_japan,Japan,Japan,species,Mugil cephalus,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,marine,marine,fishery statistics,longitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2006,2006,2006,2006,113,112,110,-1.751440590307552,km/year,237.97749584914544,yes,yes,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,32,na,na,Jorge
1,entire_japan,Japan,Japan,family,Scombridae spp.,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,NA,marine,marine,fishery statistics,longitude,centroid,abundance_catchlandings,abundance,1894,1894,1894,1894,2021,2021,2021,2021,128,127,118,-0.21118569090534386,km/year,46.42235086550579,yes,no,yes,yes,no,estimated,en,E_jgm2,Watari et al. 2024,10.3389/fmars.2024.1265907,"S. Watari, S. Takemura, H. Oyaizu",Charting and analyzing the catch distribution of Japan's coastal fisheries resources based on centennial statistics,2024,Frontiers in Marine Science,Table S1,shifts estimated as the slope coefficient of the linear regression fitted to the annual lat and lon of centroids provided in sup. table s1. the significance test corresponds to the p-value of the regression slope (significant if p-value <= 0.05). azimuths (bearings) calculated from the initial and final coordinates of the centroid in the series.,32,na,na,Jorge
